phase,data,source_kernel,seed,n_train,loo_rmse,loo_mae,loo_mean_lpd,loo_pit_ks,loo_coverage_95,loo_crps,bloo_rmse,bloo_mae,bloo_mean_lpd,bloo_pit_ks,bloo_coverage_95,bloo_crps,bloo_n_blocks,bloo_avg_block_size,ell_time_blind,max_blind_lengthscale,min_blind_lengthscale,binder_within_ratio,aggregate_within_ratio,ell_time_specific,ell_time_rbf,bloo_set12_rmse,bloo_set12_mae,bloo_set12_mean_lpd,bloo_set12_pit_ks,bloo_set12_coverage_95,bloo_set12_crps,bloo_set12_n_rows,wall_sec,holdout_class,n_test,holdout_rmse,holdout_mae,holdout_mean_lpd,holdout_pit_ks,holdout_coverage_95,holdout_crps
in_distribution,v5,joint_hamming_matern,0,647,494.8613748222676,347.7508299790882,-7.591672651219917,0.07834625714701438,0.9350849986076355,261.0210421810765,717.2828447793387,549.4024767823615,-7.99336363403126,0.02971556242535578,0.9366306066513062,401.2360021570325,144.0,4.493055555555555,80.19337931379606,80.19337931379606,0.06880914291015296,1.000002015707115,1.0000006201898886,7.757982367310767,126.98547029890152,835.117161242365,656.1092561373991,-8.24573232680832,0.04136552551851591,0.9189873337745667,484.1200162514733,395.0,81.5388810634613,,,,,,,,
in_distribution,v5,joint_hamming_matern,1,647,494.8613748222676,347.7508299790882,-7.591672651219917,0.07834625714701438,0.9350849986076355,261.0210421810765,717.2828447793387,549.4024767823615,-7.99336363403126,0.02971556242535578,0.9366306066513062,401.2360021570325,144.0,4.493055555555555,80.19337931379606,80.19337931379606,0.06880914291015296,1.000002015707115,1.0000006201898886,7.757982367310767,126.98547029890152,835.117161242365,656.1092561373991,-8.24573232680832,0.04136552551851591,0.9189873337745667,484.1200162514733,395.0,256.8361098766327,,,,,,,,
in_distribution,v5,joint_hamming_matern,2,647,494.8613748222676,347.7508299790882,-7.591672651219917,0.07834625714701438,0.9350849986076355,261.0210421810765,717.2828447793387,549.4024767823615,-7.99336363403126,0.02971556242535578,0.9366306066513062,401.2360021570325,144.0,4.493055555555555,80.19337931379606,80.19337931379606,0.06880914291015296,1.000002015707115,1.0000006201898886,7.757982367310767,126.98547029890152,835.117161242365,656.1092561373991,-8.24573232680832,0.04136552551851591,0.9189873337745667,484.1200162514733,395.0,2985.9761753082275,,,,,,,,
in_distribution,v5,hamming,0,647,510.4514750841086,359.78284074944787,-7.628871490662623,0.07934771969038379,0.9350849986076355,271.3298515612263,737.5803514959786,555.8724519901879,-8.077600766017214,0.039352247748261404,0.927357017993927,417.62453378730686,144.0,4.493055555555555,72.26964033269977,72.26964033269977,0.06477442208782883,1.0000002046422714,1.0000019856726214,14.447783014244163,110.70093753820294,871.1193624902176,678.6895780165665,-8.400846252793235,0.05285060108453399,0.9012657999992371,517.8582951609907,395.0,108.9478120803833,,,,,,,,
in_distribution,v5,hamming,1,647,510.4514750841086,359.78284074944787,-7.628871490662623,0.07934771969038379,0.9350849986076355,271.3298515612263,737.5803514959786,555.8724519901879,-8.077600766017214,0.039352247748261404,0.927357017993927,417.62453378730686,144.0,4.493055555555555,72.26964033269977,72.26964033269977,0.06477442208782883,1.0000002046422714,1.0000019856726214,14.447783014244163,110.70093753820294,871.1193624902176,678.6895780165665,-8.400846252793235,0.05285060108453399,0.9012657999992371,517.8582951609907,395.0,102.42668914794922,,,,,,,,
in_distribution,v5,hamming,2,647,510.4514750841086,359.78284074944787,-7.628871490662623,0.07934771969038379,0.9350849986076355,271.3298515612263,737.5803514959786,555.8724519901879,-8.077600766017214,0.039352247748261404,0.927357017993927,417.62453378730686,144.0,4.493055555555555,72.26964033269977,72.26964033269977,0.06477442208782883,1.0000002046422714,1.0000019856726214,14.447783014244163,110.70093753820294,871.1193624902176,678.6895780165665,-8.400846252793235,0.05285060108453399,0.9012657999992371,517.8582951609907,395.0,102.96724486351013,,,,,,,,
in_distribution,v5,legacy_continuous_ard,0,647,538.7009323692181,384.6148869613327,-7.682297370372878,0.0710640366116525,0.942812979221344,287.6102196925586,701.5777050497016,514.3558286331015,-7.976393250442,0.04000394391958595,0.9211746454238892,385.2532992880651,144.0,4.493055555555555,6.23293463082191,16.060855373085477,0.25672343238592205,1.000000705358275,1.0000009552522564,27.457637063027608,35.9333698563129,835.7292793401787,635.2892952911639,-8.29535188437128,0.04679345975947109,0.8835443258285522,481.5405980182424,395.0,60.92703413963318,,,,,,,,
in_distribution,v5,legacy_continuous_ard,1,647,538.7009323692181,384.6148869613327,-7.682297370372878,0.0710640366116525,0.942812979221344,287.6102196925586,701.5777050497016,514.3558286331015,-7.976393250442,0.04000394391958595,0.9211746454238892,385.2532992880651,144.0,4.493055555555555,6.23293463082191,16.060855373085477,0.25672343238592205,1.000000705358275,1.0000009552522564,27.457637063027608,35.9333698563129,835.7292793401787,635.2892952911639,-8.29535188437128,0.04679345975947109,0.8835443258285522,481.5405980182424,395.0,63.03440594673157,,,,,,,,
in_distribution,v5,legacy_continuous_ard,2,647,538.7009323692181,384.6148869613327,-7.682297370372878,0.0710640366116525,0.942812979221344,287.6102196925586,701.5777050497016,514.3558286331015,-7.976393250442,0.04000394391958595,0.9211746454238892,385.2532992880651,144.0,4.493055555555555,6.23293463082191,16.060855373085477,0.25672343238592205,1.000000705358275,1.0000009552522564,27.457637063027608,35.9333698563129,835.7292793401787,635.2892952911639,-8.29535188437128,0.04679345975947109,0.8835443258285522,481.5405980182424,395.0,62.76059699058533,,,,,,,,
in_distribution,v5,rbf_embedding_d2,0,647,496.5706723220319,348.2877465650861,-7.595199287910243,0.08031539882758254,0.9350849986076355,262.17282923171797,757.1066792430237,574.2377832209444,-8.066404312411327,0.03630851750045633,0.9258114099502563,426.5093582591083,144.0,4.493055555555555,52.03176847252338,52.03176847252338,0.06595400791375317,1.0000004339680921,1.0000023997617824,6.7929395948903615,50.75703097684836,878.1434083434289,682.2049452222026,-8.331446590549362,0.05313126922056388,0.9088607430458069,515.1940160606134,395.0,132.51299405097961,,,,,,,,
