variant,stage,data,seed,n_train,loo_rmse,loo_mae,loo_mean_lpd,loo_pit_ks,loo_coverage_95,loo_crps,bloo_rmse,bloo_mae,bloo_mean_lpd,bloo_pit_ks,bloo_coverage_95,bloo_crps,bloo_n_blocks,bloo_avg_block_size,ell_time_blind,max_blind_lengthscale,min_blind_lengthscale,binder_within_ratio,aggregate_within_ratio,ell_time_specific,ell_time_rbf,bloo_set12_rmse,bloo_set12_mae,bloo_set12_mean_lpd,bloo_set12_pit_ks,bloo_set12_coverage_95,bloo_set12_crps,bloo_set12_n_rows,wall_clock_sec,set3_rmse,set3_mae,set3_mean_lpd,set3_pit_ks,set3_coverage_95,set3_crps,holdout_class,n_test,holdout_rmse,holdout_mae,holdout_mean_lpd,holdout_pit_ks,holdout_coverage_95,holdout_crps,set3_class
stage0_pre_v5_hamming_bare,0.0,pre_v5,0,647,508.46669687449537,361.8338237865762,-7.624780057753834,0.0662118663932114,0.9412673711776732,271.21253322528935,724.7230462951699,550.2123450711366,-8.007726020003174,0.0417619739040679,0.9242658615112304,405.17932936318266,144.0,4.493055555555555,18.622380601188272,18.622380601188272,0.6215159526158841,1.0000029650390228,1.0000008579426531,14.74044742272811,72.2551379920789,847.9305236073857,663.8205749927255,-8.280264106492895,0.0476416207514526,0.903797447681427,495.34210297509594,395.0,68.39117097854614,,,,,,,,,,,,,,,
stage0_pre_v5_hamming_bare,0.0,pre_v5,1,647,508.46669687449537,361.8338237865762,-7.624780057753834,0.0662118663932114,0.9412673711776732,271.21253322528935,724.7230462951699,550.2123450711366,-8.007726020003174,0.0417619739040679,0.9242658615112304,405.17932936318266,144.0,4.493055555555555,18.622380601188272,18.622380601188272,0.6215159526158841,1.0000029650390228,1.0000008579426531,14.74044742272811,72.2551379920789,847.9305236073857,663.8205749927255,-8.280264106492895,0.0476416207514526,0.903797447681427,495.34210297509594,395.0,69.48170113563538,,,,,,,,,,,,,,,
stage0_pre_v5_hamming_bare,0.0,pre_v5,2,647,508.46669687449537,361.8338237865762,-7.624780057753834,0.0662118663932114,0.9412673711776732,271.21253322528935,724.7230462951699,550.2123450711366,-8.007726020003174,0.0417619739040679,0.9242658615112304,405.17932936318266,144.0,4.493055555555555,18.622380601188272,18.622380601188272,0.6215159526158841,1.0000029650390228,1.0000008579426531,14.74044742272811,72.2551379920789,847.9305236073857,663.8205749927255,-8.280264106492895,0.0476416207514526,0.903797447681427,495.34210297509594,395.0,70.29461884498596,,,,,,,,,,,,,,,
stage0_pre_v5_hamming_lognormal_timetie,0.0,pre_v5,0,647,526.363504766808,376.2823205112279,-7.667566068687818,0.0714731381098465,0.9459041953086852,282.10486177410854,717.5069054136857,549.6430253080835,-8.049801340248099,0.0279403360987539,0.927357017993927,404.5867019774887,144.0,4.493055555555555,9.560952590319692,9.560952590319692,0.5073950596568859,1.0000645021142835,1.0001435315944782,10.295434400559111,13.387655832903176,838.5160407905759,661.6869678040684,-8.356988959660217,0.0476721473623445,0.8987341523170471,494.65042157473624,395.0,31.858778715133667,,,,,,,,,,,,,,,
stage0_pre_v5_hamming_lognormal_timetie,0.0,pre_v5,1,647,526.363504766808,376.2823205112279,-7.667566068687818,0.0714731381098465,0.9459041953086852,282.10486177410854,717.5069054136857,549.6430253080835,-8.049801340248099,0.0279403360987539,0.927357017993927,404.5867019774887,144.0,4.493055555555555,9.560952590319692,9.560952590319692,0.5073950596568859,1.0000645021142835,1.0001435315944782,10.295434400559111,13.387655832903176,838.5160407905759,661.6869678040684,-8.356988959660217,0.0476721473623445,0.8987341523170471,494.65042157473624,395.0,32.03457307815552,,,,,,,,,,,,,,,
stage0_pre_v5_hamming_lognormal_timetie,0.0,pre_v5,2,647,526.363504766808,376.2823205112279,-7.667566068687818,0.0714731381098465,0.9459041953086852,282.10486177410854,717.5069054136857,549.6430253080835,-8.049801340248099,0.0279403360987539,0.927357017993927,404.5867019774887,144.0,4.493055555555555,9.560952590319692,9.560952590319692,0.5073950596568859,1.0000645021142835,1.0001435315944782,10.295434400559111,13.387655832903176,838.5160407905759,661.6869678040684,-8.356988959660217,0.0476721473623445,0.8987341523170471,494.65042157473624,395.0,32.10609817504883,,,,,,,,,,,,,,,
stage0_pre_v5_indexkernel_r2_bare,0.0,pre_v5,0,647,535.3389539954113,366.4940208602181,-7.659835022266369,0.0822190136997812,0.9350849986076356,278.93785077793586,733.9418891521346,558.6542249530564,-8.086605321283198,0.0524674690148042,0.9350849986076356,414.69447702407217,144.0,4.493055555555555,8.469656476616795,8.469656476616795,0.0871118989700068,1.0000100326775705,1.000000171756889,46.87849961129404,50.547424313014915,861.2124525099833,665.7867583563567,-8.410191389967029,0.0711857450589974,0.9012657999992372,508.24200701169417,395.0,66.01762413978577,,,,,,,,,,,,,,,
stage0_pre_v5_indexkernel_r2_bare,0.0,pre_v5,1,647,509.6364726336029,367.55091100447567,-7.625801359941264,0.0599141568587796,0.9505409598350524,273.0272383031906,736.7154657138459,554.4327074767886,-7.975788326406681,0.0260942818330495,0.9443585872650146,402.8851074375895,144.0,4.493055555555555,14.82237374097257,21.90422576395881,0.5705608886390302,1.0000033511787074,1.0000014049677943,20.356323709158644,56.20883159872646,873.0607865815631,679.9729143997596,-8.267790938662959,0.0295558883856529,0.9316455721855164,499.6533672671376,395.0,164.24302291870117,,,,,,,,,,,,,,,
stage0_pre_v5_indexkernel_r2_bare,0.0,pre_v5,2,647,498.4090066306213,344.58760623344693,-7.567730116802643,0.0825328508372605,0.9412673711776732,259.1119335182689,718.549907976449,527.2888991115939,-7.927278365144682,0.0532047954387496,0.9443585872650146,388.9083051599197,144.0,4.493055555555555,619.0804327160262,619.0804327160262,0.0771439213574363,1.0000017585542738,1.0000053183568982,51.86380962139392,999.9999999999998,850.8460097582079,646.3904016715069,-8.177095328444448,0.0714966755730229,0.944303810596466,478.6749643339641,395.0,133.74231910705566,,,,,,,,,,,,,,,
stage0_pre_v5_indexkernel_r2_lognormal_timetie,0.0,pre_v5,0,647,495.2372653195477,345.49449524797006,-7.587721084898835,0.0830533065590455,0.9304482340812684,260.1072541029212,752.9901424482495,567.359378283048,-8.080781640145903,0.0412343669901974,0.9242658615112304,427.84989992881026,144.0,4.493055555555555,6.6544156664396175,6.6544156664396175,0.1074856166706958,1.0000093220756727,1.0000046916278906,7.251778525109504,7.606363819142267,878.2921722852019,680.1589385499295,-8.36137705521419,0.0619939866410296,0.9088607430458068,521.3430092936703,395.0,99.91291880607604,,,,,,,,,,,,,,,
stage0_pre_v5_indexkernel_r2_lognormal_timetie,0.0,pre_v5,1,647,537.1075293265226,367.7390363318396,-7.664328609536956,0.0832485405615464,0.9381762146949768,279.69067141922375,729.8572208156088,555.5456827412247,-8.08571304147584,0.048360187577405,0.9366306066513062,412.9546851809942,144.0,4.493055555555555,6.901888240567819,6.901888240567819,0.0839361677482885,1.0000103696000249,1.0000010781531867,7.625110257327467,7.547918562656021,856.2271525434562,661.9845479084996,-8.410424491865498,0.0590385970593962,0.903797447681427,506.0869324272482,395.0,99.2181978225708,,,,,,,,,,,,,,,
