,Cement,Fly Ash,Slag,Water,HRWR,Fine Aggregate
0,82.65986,7.896844e-11,867.34015,332.5,4.27907,925.0
1,126.40119,10.850469,297.8041,152.26952,4.27907,1439.9442
2,0.004525815,1.9477801e-10,899.0777,314.67877,4.27907,975.9177
3,97.13802,2.2942078,382.54962,168.69365,4.27907,1393.0182
4,37.159042,32.953743,473.9207,190.41171,4.27907,1330.9666
5,145.5541,10.057635,585.65784,259.4444,4.27907,1133.7305
