,Cement,Fly Ash,Slag,Water,Fine Aggregate
0,265.00912,35.429825,199.56105,104.78238,1375.0
1,161.28993,164.9139,173.79616,119.387245,1375.0
2,258.11255,134.06776,107.81968,224.29367,1375.0
3,238.02217,165.92047,96.05734,131.0472,1375.0
4,159.42947,160.60538,179.96512,175.09088,1375.0
5,341.1126,118.87261,40.014805,116.22208,1375.0
6,327.14713,24.609028,148.24385,191.85648,1375.0
7,239.12149,38.861763,222.01674,238.44905,1375.0
8,199.29807,123.16484,177.53708,139.33452,1375.0
